f_id,f_creator_id,f_title,f_description,f_kind,f_season_type,f_season_number,f_match_pairs,f_total_episodes,f_deadline,f_reveal_policy,f_status,f_final_answer,f_stats_participants,f_thumbnail_url,f_created_at,f_updated_at,f_reference_url,f_show_id,f_category,f_episode_statuses,f_is_live,embedding
6e62d5b2-c762-4eb6-af89-3012a7b25b21,be394897-8f75-483a-b7ab-96a9997bf4a2,최종 커플 매칭,null,predict,기수별,29,"{""left"":[""영호"",""영철"",""상철""],""right"":[""옥순"",""순자"",""현숙""]}",1,2026-11-26 00:28:58.42+00,onClose,settled,"[{""left"":""영호"",""right"":""순자""}]",3,null,2025-11-26 00:28:57.997323+00,2025-12-10 02:07:47.138452+00,null,null,null,"{""1"":""settled""}",false,"[-0.022437653,0.04679881,-0.0055092247,0.018393038,0.04510835,0.01970654,0.027830368,-0.03294132,0.048885692,0.03414134,-0.03942381,0.027291998,0.036022756,-0.050352823,-0.018593779,-0.062191002,0.016412066,0.008192522,-0.05577129,-0.00793795,-0.0010231535,0.006004059,0.014698303,0.008986074,-0.00026441648,-0.021869868,0.00930723,0.012012903,0.0015650719,-0.024448467,-0.0015636269,0.05361977,0.024801413,-0.0015040961,0.020075312,0.013598858,-0.011783517,0.07499869,-0.00032766527,-0.11080079,-0.040497452,0.0021967131,0.010500881,0.0148877315,-0.03956969,0.015030731,0.01653828,0.015064666,-0.06152863,0.038934868,0.037810165,-0.04878898,-0.057947636,0.013107705,-0.046173822,0.009228106,-0.017556267,-0.025193302,0.04860408,0.033550363,-0.074161194,0.02470115,-0.07183681,-0.0236595,-0.0094421515,-0.011179712,-0.013846681,-0.044370655,-0.06425543,-0.024855202,0.0065382347,-0.00019836091,-0.04574008,-0.02290182,0.012874796,-0.035065703,-0.012816378,-0.022256572,0.03247802,0.02751811,-0.051031884,0.035128385,0.055823397,0.07746749,0.03047656,0.0032101392,0.04558098,-0.05583932,-0.08235125,-0.005811802,0.09362307,-0.019041609,-0.033291724,0.002238549,0.040620733,-0.034860104,-0.04123338,-0.13237873,0.056534734,0.11387203,0.031867117,0.0111192055,0.00033900287,-0.07471946,0.027512418,0.022077175,-0.024231251,0.018373484,-0.07788972,0.021097822,-0.04219373,0.004992406,0.0255446,-0.02304884,-0.0020477246,-0.0068283253,-0.02575434,0.03323511,-0.020961955,0.017762253,0.030522246,-0.028992876,-0.079337984,0.012770866,0.02291373,-0.033743743,0.0075569516,0.008382788,0.011195286,0.014231243,0.03225822,-0.07348158,0.0142764095,0.0047097546,-0.037173335,-0.031993553,0.019719098,0.0036944766,0.018964484,-0.02346044,-0.0041923337,-0.052738536,-0.09274024,0.03611929,-0.042875715,-0.032925926,-0.026910214,0.033368323,-0.045442175,-0.013192509,-0.090189345,0.007145567,0.010346269,-0.05720811,-0.002829828,0.03707906,0.021284986,-0.056213804,0.054989334,-0.0049878783,0.025612788,-0.038684834,0.017228546,0.010599018,-0.046781763,-0.018177902,-0.044330664,-0.06470564,-0.012330191,-0.027455617,0.03390479,0.01872728,-0.07052592,-0.06671693,-0.0038666942,-0.026952304,0.0053477595,-0.036928084,-0.010068225,-0.018206187,0.043774657,-0.0026660846,-0.03236996,-0.03432089,-0.03833108,-0.0030842882,0.010544522,0.031488094,0.04295904,0.041478988,-0.0023989426,-0.042227246,0.048098635,0.015808778,0.0057872017,-0.008359456,0.018498896,0.016118629,-0.02326251,-0.025608882,0.032626074,-0.034830894,0.008043465,-0.0023178412,-0.0016331532,-0.0019222645,-0.053805143,-0.070033565,-0.024066534,-0.04247807,0.009634958,0.007665337,-0.005646116,-0.010818926,-0.029481415,0.025374278,0.07366436,0.008161374,0.0415318,-0.011141285,-0.05315341,0.0016521453,0.021389274,0.016951684,0.012158817,-0.0071036858,-0.025311423,-0.06902677,0.017185314,-0.004699682,-0.041445907,-0.01319462,-0.0060055866,-0.014974415,0.020660674,0.009648753,0.009035158,-0.036942434,0.0054625557,0.020010283,0.015454702,-0.035759035,0.06802795,0.028640743,0.025009265,0.0005588109,0.037667107,0.008956631,0.0581065,-0.042973787,-0.042893097,-0.0022556055,-0.00031641102,-0.0012781847,-0.0048152753,-0.0337097,0.04077495,-0.031395383,0.006324166,-0.05674951,0.027764888,-0.0038378846,-0.004416381,-0.05685843,-0.025908744,-0.10489103,-0.029574314,0.03705319,0.0578746,-0.06831305,0.009237135,-0.06664925,-0.016134478,0.017665163,-0.051811308,0.015868392,-0.027259788,0.013879145,-0.0055872663,-0.08130821,0.038046706,0.05397003,-0.059998393,0.015581182,-0.013335219,-0.047445588,0.05757618,0.019644227,-0.009891818,0.017428957,0.03938107,0.026685772,0.014615462,-0.030058682,0.05223504,0.0031583006,0.014159169,0.047587827,0.022844553,0.029955728,-0.019719508,0.03672065,-0.049354386,-0.01672739,0.032916855,-0.038965706,-0.022048656,-0.030018175,-0.02507296,0.013573907,0.047007933,0.04765686,-0.04324194,0.01704843,0.016131898,0.01938508,-0.12804689,-0.012182871,-0.03483923,-0.064771034,-0.007947376,0.0023022394,-0.07946724,0.04425472,-0.0006031732,0.0017550043,-0.007974005,0.013912923,0.030612733,-0.028224876,0.046386983,-0.0005116033,-0.06944872,-0.04553687,0.017317219,0.016155668,-0.045415804,-0.013239772,0.017558875,0.046957534,-0.013037034,0.0031571477,0.03626142,0.040138297,0.020984901,-0.056534175,0.067835115,-0.0028920032,-0.039177295,-0.012304985,-0.0035433641,0.04895637,-0.005926441,-0.024901617,0.03435482,-0.016794598,-0.020257818,0.0043766107,-0.013219955,-0.0501916,-0.00935677,0.016925232,-0.019177286,0.02748423,0.010231851,-0.0044038575,0.054317556,0.021771826,-0.039386164,0.024719816,0.010835204,0.0071697533,-0.009231689,0.0031842615,-0.0070391702,0.01329509,0.02720895,0.007396676,-0.0009542936,-0.0737963,-0.041938897,-0.03593624,-0.011982898,0.044988513,0.0070801754,0.033675056,-0.080114305,-0.014999372,0.009282644,0.02076498,-0.045073442,0.012503031,-0.0022338524,0.02203469,0.042056832,-0.013920762,-0.032824904,0.04160213,-0.020828305,0.003869344,0.004668196,0.032635204,0.08627036,-0.0008394854,-0.024899077,-0.01366612,0.037430614,-0.00739207,0.030673407,0.013756387,-0.0439748,-0.038089857,-0.0069208797,-0.009805461,-0.056334987,-0.015390638,-0.0033516171,-0.028449167,0.010870078,0.019026514,-0.004206536,0.0023668539,0.08217079,0.037941564,0.0056294855,-0.06364006,-0.04280085,-0.020934729,0.0248378,0.036509637,0.026463307,0.04371108,-0.003664798,-0.061425794,0.036607593,0.025891902,-0.026607657,-0.045986507,-0.05466721,-0.0050842706,-0.057558477,0.011155585,0.05540753,-0.0014978261,-0.020560846,0.019286582,0.050621264,-0.03011782,0.02041988,-0.04754105,-0.0009159033,-0.044611793,-0.013956215,-0.016151793,-0.041172113,0.035114907,0.015387781,0.05642773,-0.032502413,0.027748726,-0.030326856,-0.011945834,-0.00023135968,0.050235517,-0.00020149379,0.006058612,-0.05240035,0.045390844,-0.02433422,-0.017121837,0.019964825,0.009723818,0.03194927,0.00017490398,-0.0019485342,-0.03356775,-0.015890585,0.024731886,0.0035118705,0.045050636,0.0034416409,0.03945343,-0.00016587664,0.019593848,0.05886049,-0.051541872,-0.032713864,-0.018810706,0.018504387,0.029492812,0.055461615,0.02346938,0.0024393513,-0.008385339,-0.01735745,-0.028446933,0.026204776,0.021997688,-0.018466802,0.03020144,0.053128093,-0.02832402,-0.0032775712,-0.022725994,0.032590277,0.014370451,-0.005019346,-0.05215027,0.05910714,0.040893406,0.040668346,-0.012378832,0.0569489,0.007327903,-0.033692494,-0.007486836,-0.07116854,0.043119147,-0.042550426,0.02606277,-0.014186335,-0.019828387,0.029659525,0.0129124895,-0.00054316845,-0.026438648,-0.0125671,0.044583857,0.021546695,-0.07444862,-0.04705477,0.06278813,0.024209155,0.03401926,0.00339233,0.07953662,0.023822462,0.00033707859,0.01054268,0.017246922,0.022928402,0.0047303666,-0.035162896,0.050569847,-0.010282429,-0.039916992,0.020862322,0.022982657,-0.011766203,0.11630603,0.035685424,-0.028074186,-0.053664286,-0.0075478395,-0.01508733,-0.014094182,0.015631758,-0.027272101,-0.02563552,-0.026297368,0.014524222,-0.05023674,0.046404146,0.015134938,0.05303874,-0.008709361,-0.010864964,0.028226279,0.0017336026,-0.0016877032,0.016398061,0.045879103,0.009483268,0.021638812,0.048250448,0.003721959,-0.04362895,0.014630097,0.058658767,-0.018608717,0.025069477,0.0072802445,0.08201966,0.011979297,-0.015322369,-0.017469881,0.03176332,-0.023387525,0.01684698,0.06725485,-0.071627356,0.028597115,0.035153367,-0.053290986,0.037438408,0.017980644,-0.030963514,0.0005882108,-0.018015997,0.0118270395,-0.017203473,-0.032996446,0.014433616,-0.027941924,-0.017673282,-0.050574962,-0.032397166,-0.045143686,0.0577969,0.05339226,-0.05467618,0.04571988,-0.063813016,-0.059560172,-0.036079403,-0.014305277,0.0091501735,-0.0049449806,0.10058532,0.04620127,0.0063809725,0.0018013555,-0.018209891,0.015201926,-0.06684795,0.011771324,-0.043205485,-0.008719177,-0.022485994,-0.037301905,-0.015903937,0.019145316,0.008269836,0.012763963,0.005328181,0.026201027,-0.033894736,0.0030564032,-0.018836563,-0.0745949,0.021160148,0.042856634,0.06781334,0.028753597,-0.06868689,0.017145554,0.01886445,-0.008577032,-0.0036877873,0.050244555,-0.024588214,0.06398342,-0.03377359,0.04374468,-0.017411174,0.019861594,-0.041252073,-0.053462423,0.013755713,0.007458139,-0.063944705,-0.023460273,0.023867713,0.00031997904,-0.011925034,-0.034439746,-0.035249848,0.032859266,0.04423087,-0.065136395,-0.015214411,0.017514342,-0.0044725067,0.049202263,-0.032347232,-0.05032432,0.030479511,-0.02494743,-0.043028563,0.029287819,-0.012615517,-0.035190854,0.03283978,-0.03019915,-0.024880866,-0.01449009,0.01714154,0.012648222,-0.002670017,-0.0060115648,0.029296597,-0.029768243,0.00335998,0.005061642,-0.038405247,0.07096789,-0.029931702,0.012659665,0.06070631,-0.004301607,-0.025736792,-0.04287523,-0.048266016,0.0027698153,0.009801522,0.010606045,0.03734023,0.0110675115,-0.0045927525,-0.0062056007,-0.038391765,0.028171096,0.062219758,-0.026832059,-7.1585746e-05,-0.01378892,-0.009309765,-0.020379944,0.03239731,0.046916954,-0.02089672,-0.017511245,0.033790454,0.03487498,0.06886128,0.019339258,-0.103563726,0.00634134,-0.022185363,0.04438216,0.021416284,0.03958797,-0.0006050371,0.027047731,0.028548496,-0.030853927,0.040690422,-0.066451885,0.009133381,-0.04892972,0.038733978,0.019129958,0.022914138,-0.029459126,-0.02291079,0.0277542,0.011586725,-0.07012211,-0.0031007752,-0.02432516,-0.08763953,0.013730024,0.04621618,0.021411678,0.058301955,-0.039574016,0.041516952,-0.019899681,0.03160053,0.031052507,-0.004028083,0.060241487,-0.0047384226,0.005610613,-0.05793418,0.023859575,0.02888718,-0.0081639895]"
4c476d01-47b6-417a-983e-140ac979e6e1,be394897-8f75-483a-b7ab-96a9997bf4a2,최종 커플은?,null,predict,기수별,29,"{""left"":[""영철"",""영호""],""right"":[""옥숭"",""정숙""]}",7,2026-11-25 05:34:32.273+00,onClose,settled,"[{""left"":""영호"",""right"":""정숙""}]",1,null,2025-11-25 05:34:32.205311+00,2025-12-10 02:07:47.854782+00,null,null,null,"{""1"":""open""}",false,"[-0.0062645776,0.030385867,-0.021918584,0.006235835,0.018585598,0.0309567,0.030830426,-0.027213052,0.02664238,0.017984463,-0.044003513,0.02558406,0.04946703,-0.062051132,-0.02844275,-0.0864522,0.013147577,-0.001545873,-0.07553904,-0.02649853,0.0071208156,0.0066322084,0.0034137317,0.008788807,-0.009345707,-0.021161834,0.0012491893,-0.006442485,-0.010794605,-0.029320816,0.012793524,0.050993092,0.04150319,-0.0048201648,0.024676615,0.013051864,-0.0029684673,0.09633235,0.0058485293,-0.114567034,-0.03850299,0.014512432,-0.016827842,0.017739763,-0.023888508,0.017755754,0.03052528,0.031493694,-0.062381078,0.045445632,0.03413763,-0.023638213,-0.042358596,0.017755618,-0.028011264,-0.0026111633,0.0036103663,-0.016841732,0.051408544,0.0244753,-0.09956854,0.017065959,-0.045074824,-0.016009761,-0.0034447315,-0.007850998,-0.033998843,-0.05355904,-0.062138513,-0.014958967,-0.002690178,0.014041396,-0.04875105,-0.018292356,0.0049682287,-0.03628386,-0.009390656,-0.027228203,0.03162736,0.03152458,-0.060756292,0.011220744,0.057975285,0.09777316,0.019192806,-0.009847734,0.026447909,-0.041093927,-0.08598055,-0.0027100374,0.06606644,-0.011975864,-0.036309417,-0.018785803,0.033554908,-0.03788132,-0.06547171,-0.12571871,0.050501555,0.10432626,-0.00045687595,0.025379397,-0.019012231,-0.08858954,0.031925395,0.036066584,-0.02824656,0.00091839244,-0.09126565,0.008462601,-0.0060807723,-0.016779156,0.04935588,-0.016466914,-0.003084278,-0.016727395,-0.028894512,0.018750241,-0.018811645,0.010042869,0.030019369,-0.0058318707,-0.063044384,0.028244823,0.011991913,-0.017985266,-0.0050995923,-0.012491847,0.0035541302,-0.016523235,0.054984268,-0.077353224,0.018548159,0.009708249,-0.026939088,-0.011719839,0.027936583,0.028763965,0.016487684,-0.0018302038,-0.032051068,-0.044230998,-0.11206028,0.021511072,-0.03027519,-0.034456894,-0.015701469,0.018095806,-0.030195331,-0.009057273,-0.07489334,0.0076563284,0.051891863,-0.072883986,-0.01821185,0.018605836,0.030172653,-0.05461041,0.054480813,-0.017456451,0.019271398,-0.070135616,-0.013540478,-0.00837573,-0.0316964,-0.0052308543,-0.027796464,-0.07259934,-0.0021054868,-0.022214469,0.05508831,0.023948945,-0.060246684,-0.06806422,-0.0017328089,-0.028681183,-0.017117472,-0.0437745,-0.005892205,-0.021017706,0.04761093,-0.00069396896,-0.020542448,-0.01831863,-0.021528678,-0.011860357,0.005030881,0.048552092,0.04910093,0.054600615,-0.0005145843,-0.036514156,0.0646938,0.011232439,0.019536845,0.01628917,0.05138316,-0.0049888124,-0.014519394,0.0053735706,0.03431282,-0.033368543,0.01815521,0.020509887,-0.0031941433,0.0052826307,-0.056376215,-0.07127476,-0.026604716,-0.019672733,0.0069602625,0.0026900622,-0.010817313,0.010433657,-0.01690238,0.020835614,0.0611677,-0.0056852414,0.0485074,-0.015042038,-0.06211955,0.019172225,0.026137775,0.048205104,0.015553856,-0.01996565,-0.007607603,-0.0359448,-0.0024210042,-0.004640346,-0.023087533,-0.024492316,0.0072662877,-0.032220207,0.012736153,-0.004066054,0.014948671,-0.040007185,-0.0060811257,0.01121262,0.025694644,-0.05650043,0.03201964,0.011155884,0.023311915,0.03704329,0.03959226,0.0109335445,0.05841332,-0.0319343,-0.027103454,-6.926828e-05,-0.053093627,-0.015534601,-0.01992361,-0.030995889,0.02943039,-0.05165557,0.0060934694,-0.008724213,0.019989176,-0.004751779,0.0076797516,-0.045975503,-0.060099356,-0.07986564,-0.011263526,0.029703254,0.044350613,-0.07801029,0.010774957,-0.04255826,-0.02893292,0.0004873154,-0.033724908,0.034018375,-0.020213155,0.008342619,-0.014664171,-0.062385082,0.06316111,0.051974036,-0.035734262,0.008904706,-0.007158535,-0.036577046,0.051154613,0.030281857,-0.036054987,0.023822159,0.03761313,0.031779114,0.029760106,-0.032868393,0.055473,0.023086762,0.032159347,0.03655265,0.025145337,0.04853922,-0.0050950088,0.051348813,-0.058270402,-0.015971325,0.0601988,-0.016409257,-0.011351525,-0.039483625,-0.045464948,0.017472433,0.026301293,0.06784642,-0.029188402,0.026301822,0.00029618945,0.022654641,-0.105372235,-0.0064965063,-0.024049709,-0.059792213,0.0015221321,0.0023713626,-0.081195325,0.03835644,0.0029332403,-0.0032307452,-0.01312581,0.029856171,-0.00481783,-0.017996475,0.040515587,0.0057270015,-0.068765104,-0.04800502,0.021722106,0.031403825,-0.054699767,-0.013747062,0.017377255,0.04454488,-0.013428056,-0.0014515972,0.029562902,0.048649542,0.0057842564,-0.06757502,0.08434505,-0.011984927,-0.029393086,-0.030452298,-0.026318777,0.041616946,0.005889336,-0.031856358,0.022661991,-0.031085083,-0.014481687,0.0019473663,-0.022642525,-0.010194576,0.01740365,0.010709874,-0.024123296,0.013219513,-0.0009963342,0.011026515,0.066911444,0.005480358,-0.021823263,-0.002319077,0.014076472,0.013536004,-0.0070545836,0.004222074,-0.0017697341,0.016090643,0.006916942,-0.0014074419,0.032013778,-0.08609872,-0.040911898,-0.057502262,-0.022805605,0.038287938,-0.014281609,0.051807117,-0.07878782,-0.013614146,0.0068936385,0.04251331,-0.046194185,0.022112975,-0.00027509718,0.013377402,0.047393974,0.0051923157,-0.04349154,0.019306341,-0.020649318,0.03065344,-0.010830294,0.016942203,0.0747843,-0.031023804,-0.02286017,-0.011969857,0.04805863,-0.01728283,0.024621718,-0.013055413,-0.049395647,-0.040468138,-0.013405028,-0.017438851,-0.05152159,-0.031356458,0.00052357273,-0.031479295,0.00243026,0.018562425,-0.000805387,-0.013179119,0.08013988,0.030376915,0.016063157,-0.070401795,-0.065365955,-0.0086205,0.033411738,0.039280657,0.021795306,0.014138078,0.006031637,-0.032450292,0.024713093,0.03412607,-0.02392662,-0.064588174,-0.041325327,-0.020911282,-0.056609638,-0.003326767,0.059352454,0.01891361,-0.03813622,0.039624244,0.043020062,-0.012391006,0.03470609,-0.05749288,0.008029715,-0.04997429,-0.015801959,-0.007823486,-0.037612543,0.02144508,0.007849264,0.046297777,-0.02129421,0.033339072,-0.024605993,0.009387779,0.017860848,0.044611745,0.007963197,-0.02250163,-0.060913574,0.03352753,-0.048721667,-0.01428908,-0.0005412786,0.0027645489,0.01790886,-0.020941447,-0.0018342434,-0.03743158,0.0067321695,-0.0016370454,-0.015396232,0.047484376,-0.014455155,0.044297304,0.023012945,0.028335895,0.07596685,-0.031510774,-0.046863876,-0.023522884,0.033213526,-0.002795907,0.04509447,0.03282808,0.022586482,-0.0039604907,-0.031428948,-0.04152896,0.02746827,0.0067211916,-0.018635862,0.032466613,0.062019195,-0.014251208,-0.009713315,-0.00020959388,0.02933023,0.018326266,-0.022639262,-0.05160417,0.056553893,0.043528747,0.028262734,0.0004896279,0.0724227,0.0022339285,-0.028850017,0.01229936,-0.065550685,0.06210454,-0.038691256,0.049435567,-0.010596681,-0.0053900545,0.01758415,0.017575687,0.013001374,-0.019077413,0.020243824,0.021049235,0.0054528313,-0.055065863,-0.036685493,0.054966427,0.021705594,0.049336422,0.006535595,0.074577935,0.01381583,-0.009611014,0.017529318,0.02413613,-0.007930985,0.0024982193,0.0017903768,0.04922025,-0.0015909228,-0.03685737,0.030331235,0.011588624,-0.03813836,0.10413546,0.05941942,-0.023741791,-0.045882467,-0.011535078,-0.025891598,-0.040910583,0.028463054,-0.0054652574,-0.026922267,-0.040475883,0.026426747,-0.044390924,0.06112184,0.016030079,0.034205392,-0.019114213,-0.015908806,0.033877775,-0.0029748569,0.0020253619,0.028602934,0.040151536,-0.015899155,-0.00018827386,0.043340355,-0.011044759,-0.025883334,0.017309442,0.08415556,-0.036006413,0.0012200902,-0.022883104,0.0550462,0.007783788,-0.024075381,-0.010556954,0.021338882,-0.023934253,0.025167473,0.061090026,-0.05577056,0.009994068,0.028028252,-0.046613406,0.041971605,0.024090419,-0.041446786,0.031286374,7.915456e-05,-0.0008078687,-0.025042826,-0.034142002,0.011315288,-0.030520644,-0.021847839,-0.08136625,-0.024049286,-0.05157294,0.054003596,0.054085057,-0.050206244,0.029019617,-0.031340353,-0.04069479,-0.024933381,-0.030330358,0.00355806,0.007940378,0.08070566,0.033674203,-0.0024293577,0.0039999764,-0.019137194,0.02209654,-0.07266958,-0.0019403532,-0.05377055,-0.005763767,-0.027381899,-0.031527385,-0.026525326,0.0056677256,0.041428186,0.0023127203,0.0064582587,0.022941414,-0.0074219652,0.006303077,-0.00023195715,-0.04730461,-0.004860023,0.041610572,0.037119836,0.029961003,-0.08304123,0.018042099,0.02413419,-0.022572666,0.00656038,0.05345813,-0.015641924,0.029676886,-0.033158038,0.03606888,-0.008510937,0.02460896,-0.039318193,-0.052349936,0.026454316,-0.000100873614,-0.050116178,-0.041514285,0.008166632,-0.004358666,-0.0021350838,-0.037985034,-0.041561373,0.03709077,0.012619351,-0.06375841,-0.016738554,0.00633209,0.0044837897,0.043977752,-0.0065030046,-0.046308443,0.07401718,-0.03694569,-0.026802555,0.040391773,-0.0039641797,-0.04077114,0.01826209,-0.014481538,-0.029925242,-0.0040237177,-0.0068978234,0.003948033,0.0026924156,0.0029653271,0.012113603,-0.016478138,-0.00095786905,0.0048866966,-0.02636173,0.075383656,-0.03358059,0.017862352,0.058212683,0.0096238945,-0.015504766,-0.057383444,-0.035026424,0.030560102,0.0066475323,0.018731413,0.044021334,0.012928974,0.004017488,-0.027226754,-0.027155517,0.016798465,0.046724737,-0.011000219,0.014740542,0.016700976,0.01659364,-0.026903765,0.02230038,0.033980157,0.0066440976,-0.022511236,0.02038765,0.033079065,0.059823077,0.007290978,-0.12271644,0.01990325,-0.031840593,0.0422731,0.019264394,0.008816454,-0.010402507,0.011277072,0.027594235,-0.0017567956,0.055069007,-0.059582323,0.005060509,-0.009996733,0.041466095,0.023809548,0.019931683,-0.049406525,-0.017231718,0.036550097,-0.008065974,-0.08408187,0.0004727423,-0.019829102,-0.09696166,0.010141011,0.048286665,0.008856022,0.039279506,-0.043394227,-0.0010421912,-0.010668051,0.03676813,0.019388638,0.0027572783,0.07429781,-0.0031884538,-0.0035202282,-0.067213155,0.02141698,0.042981267,-0.027098633]"
